Date,Adjusted,symbol,era,era_start,indexed_price,era_day
2021-03-11,86.470001220703125,AI,AI,2020-01-01,93.49119171574273,436
2021-03-12,90,AI,AI,2020-01-01,97.30781930881099,437
2021-03-15,86.7699966430664,AI,AI,2020-01-01,93.81554616410713,440
2021-03-16,83,AI,AI,2020-01-01,89.73943336257013,441
2021-03-17,80.55999755859375,AI,AI,2020-01-01,87.1013076216655,442
2021-03-18,75.80999755859375,AI,AI,2020-01-01,81.96561715814492,443
2021-03-19,74.5199966430664,AI,AI,2020-01-01,80.57087075818565,444
2021-03-22,75.05999755859375,AI,AI,2020-01-01,81.15471866390483,447
2021-03-23,70.51000213623047,AI,AI,2020-01-01,76.23527274817991,448
2021-03-24,64.5199966430664,AI,AI,2020-01-01,69.75889083498443,449
2021-03-25,66.88999938964844,AI,AI,2020-01-01,72.32133304638208,450
2021-03-26,64.69999694824219,AI,AI,2020-01-01,69.95350680355749,451
2021-03-29,62.0099983215332,AI,AI,2020-01-01,67.04508568901583,454
2021-03-30,63.09000015258789,AI,AI,2020-01-01,68.21278150045423,455
2021-03-31,65.910003662109375,AI,AI,2020-01-01,71.261763633284545,456
2021-04-01,68.9000015258789,AI,AI,2020-01-01,74.49454332063362,457
2021-04-05,68.410003662109375,AI,AI,2020-01-01,73.96475861408486,461
2021-04-06,68.79000091552734,AI,AI,2020-01-01,74.37561088156752,462
2021-04-07,63.20000076293945,AI,AI,2020-01-01,68.33171393952033,463
2021-04-08,63.349998474121094,AI,AI,2020-01-01,68.49389116370253,464
2021-04-09,61.029998779296875,AI,AI,2020-01-01,65.98551215147529,465
2021-04-12,59.88999938964844,AI,AI,2020-01-01,64.75294710014123,468
2021-04-13,63.0099983215332,AI,AI,2020-01-01,68.12628368133596,469
2021-04-14,68.45999908447266,AI,AI,2020-01-01,74.01881356436924,470
2021-04-15,66.5,AI,AI,2020-01-01,71.89966648928812,471
2021-04-16,66.79000091552734,AI,AI,2020-01-01,72.21321489692728,472
2021-04-19,62.099998474121094,AI,AI,2020-01-01,67.14239367330237,475
2021-04-20,60.86000061035156,AI,AI,2020-01-01,65.80171047251352,476
2021-04-21,66.51000213623047,AI,AI,2020-01-01,71.91048077889941,477
2021-04-22,67.160003662109375,AI,AI,2020-01-01,72.61326112368471,478
2021-04-23,69.33000183105469,AI,AI,2020-01-01,74.95945878728672,479
2021-04-26,72.48999786376953,AI,AI,2020-01-01,78.37604015359756,482
2021-04-27,70.910003662109375,AI,AI,2020-01-01,76.66775359488516,483
2021-04-28,71.839996337890625,AI,AI,2020-01-01,77.67325980881226,484
2021-04-29,66.69999694824219,AI,AI,2020-01-01,72.11590278819773,485
2021-04-30,66.26000213623047,AI,AI,2020-01-01,71.64018128081938,486
2021-05-03,61.59000015258789,AI,AI,2020-01-01,66.59098451197404,489
2021-05-04,59.25,AI,AI,2020-01-01,64.06098104496724,490
2021-05-05,58.7400016784668,AI,AI,2020-01-01,63.509571883638905,491
2021-05-06,56.34000015258789,AI,AI,2020-01-01,60.914695052293396,492
2021-05-07,56.349998474121094,AI,AI,2020-01-01,60.92550521746168,493
2021-05-10,53.650001525878906,AI,AI,2020-01-01,58.006273937751764,496
2021-05-11,54.75,AI,AI,2020-01-01,59.19559007952668,497
2021-05-12,51.59000015258789,AI,AI,2020-01-01,55.77900458877282,498
2021-05-13,48.88999938964844,AI,AI,2020-01-01,52.859769184619886,499
2021-05-14,51.939998626708984,AI,AI,2020-01-01,56.15742223630765,500
2021-05-17,53.25,AI,AI,2020-01-01,57.5737930910465,503
2021-05-18,57.439998626708984,AI,AI,2020-01-01,62.10401119406832,504
2021-05-19,56.91999816894531,AI,AI,2020-01-01,61.541787743128694,505
2021-05-20,57.900001525878906,AI,AI,2020-01-01,62.601365405112276,506
2021-05-21,61.18000030517578,AI,AI,2020-01-01,66.14769350010052,507
2021-05-24,59.59000015258789,AI,AI,2020-01-01,64.4285885273338,510
2021-05-25,57.880001068115234,AI,AI,2020-01-01,62.57974095033272,511
2021-05-26,61.43000030517578,AI,AI,2020-01-01,66.41799299818054,512
2021-05-27,63.20000076293945,AI,AI,2020-01-01,68.33171393952033,513
2021-05-28,61.709999084472656,AI,AI,2020-01-01,66.72072711620841,514
2021-06-01,71.76000213623047,AI,AI,2020-01-01,77.58677023858006,518
2021-06-02,76.1500015258789,AI,AI,2020-01-01,82.33322876495451,519
2021-06-03,68.26000213623047,AI,AI,2020-01-01,73.80257726545963,520
2021-06-04,64.43000030517578,AI,AI,2020-01-01,69.6615869751409,521
2021-06-07,60.90999984741211,AI,AI,2020-01-01,65.85576954724091,524
2021-06-08,63.290000915527344,AI,AI,2020-01-01,68.42902192380686,525
2021-06-09,62.099998474121094,AI,AI,2020-01-01,67.14239367330237,526
2021-06-10,58.08000183105469,AI,AI,2020-01-01,62.795981373685336,527
2021-06-11,60.54999923706055,AI,AI,2020-01-01,65.46653761009479,528
2021-06-14,60,AI,AI,2020-01-01,64.87187953920733,531
2021-06-15,57.25,AI,AI,2020-01-01,61.898585060326994,532
2021-06-16,57.900001525878906,AI,AI,2020-01-01,62.601365405112276,533
2021-06-17,59.900001525878906,AI,AI,2020-01-01,64.76376138975253,534
2021-06-18,59.18000030517578,AI,AI,2020-01-01,63.985297515460275,535
2021-06-21,57.88999938964844,AI,AI,2020-01-01,62.59055111550098,538
2021-06-22,60.4900016784668,AI,AI,2020-01-01,65.40166837019912,539
2021-06-23,61.650001525878906,AI,AI,2020-01-01,66.65585787631274,540
2021-06-24,61.880001068115234,AI,AI,2020-01-01,66.9045329196132,541
2021-06-25,64.1500015258789,AI,AI,2020-01-01,69.35885285711304,542
2021-06-28,66.410003662109375,AI,AI,2020-01-01,71.80236262944462,545
2021-06-29,64.41999816894531,AI,AI,2020-01-01,69.65077268552962,546
2021-06-30,62.529998779296875,AI,AI,2020-01-01,67.60730913995546,547
2021-07-01,63.79999923706055,AI,AI,2020-01-01,68.98043108513518,548
2021-07-02,60.529998779296875,AI,AI,2020-01-01,65.44491315531522,549
2021-07-06,59.9900016784668,AI,AI,2020-01-01,64.86106937403906,553
2021-07-07,58.40999984741211,AI,AI,2020-01-01,63.152774566440605,554
2021-07-08,58.5,AI,AI,2020-01-01,63.250082550727136,555
2021-07-09,59.189998626708984,AI,AI,2020-01-01,63.99610768062853,556
2021-07-12,57.5099983215332,AI,AI,2020-01-01,62.179694723575295,559
2021-07-13,55.119998931884766,AI,AI,2020-01-01,59.59563218184108,560
2021-07-14,51.439998626708984,AI,AI,2020-01-01,55.616823240147596,561
2021-07-15,52.2400016784668,AI,AI,2020-01-01,56.48178493355811,562
2021-07-16,50.63999938964844,AI,AI,2020-01-01,54.7518656711801,563
2021-07-19,51.209999084472656,AI,AI,2020-01-01,55.36814819684712,566
2021-07-20,53.150001525878906,AI,AI,2020-01-01,57.46567494159171,567
2021-07-21,54.029998779296875,AI,AI,2020-01-01,58.417126205234425,568
2021-07-22,53.08000183105469,AI,AI,2020-01-01,57.389991412084726,569
2021-07-23,51.36000061035156,AI,AI,2020-01-01,55.530329545472355,570
2021-07-26,51.5,AI,AI,2020-01-01,55.681696604486284,573
2021-07-27,50.90999984741211,AI,AI,2020-01-01,55.0437896240397,574
2021-07-28,52.790000915527344,AI,AI,2020-01-01,57.07644300444558,575
2021-07-29,51.66999816894531,AI,AI,2020-01-01,55.865498283448055,576
2021-07-30,50.349998474121094,AI,AI,2020-01-01,54.43831726354094,577
2021-08-02,50.060001373291016,AI,AI,2020-01-01,54.1247729803448,580
2021-08-03,49.79999923706055,AI,AI,2020-01-01,53.84365919265348,581
2021-08-04,49.13999938964844,AI,AI,2020-01-01,53.130068682699914,582
2021-08-05,49.40999984741211,AI,AI,2020-01-01,53.42199263555951,583
2021-08-06,48.83000183105469,AI,AI,2020-01-01,52.794899944724214,584
2021-08-09,50.70000076293945,AI,AI,2020-01-01,54.81673903551879,587
2021-08-10,50.79999923706055,AI,AI,2020-01-01,54.9248571849736,588
2021-08-11,51,AI,AI,2020-01-01,55.14109760832623,589
2021-08-12,51.439998626708984,AI,AI,2020-01-01,55.616823240147596,590
2021-08-13,49.380001068115234,AI,AI,2020-01-01,53.389558015611684,591
2021-08-16,46.619998931884766,AI,AI,2020-01-01,50.405449247120046,594
2021-08-17,45.939998626708984,AI,AI,2020-01-01,49.67023428238692,595
2021-08-18,46.08000183105469,AI,AI,2020-01-01,49.821605465843874,596
2021-08-19,44.790000915527344,AI,AI,2020-01-01,48.4268590658846,597
2021-08-20,45.5099983215332,AI,AI,2020-01-01,49.205318815733825,598
2021-08-23,46.63999938964844,AI,AI,2020-01-01,50.427073701899616,601
2021-08-24,49.720001220703125,AI,AI,2020-01-01,53.75716549797824,602
2021-08-25,49.70000076293945,AI,AI,2020-01-01,53.73554104319867,603
2021-08-26,49.40999984741211,AI,AI,2020-01-01,53.42199263555951,604
2021-08-27,50.58000183105469,AI,AI,2020-01-01,54.68699643128443,605
2021-08-30,51.25,AI,AI,2020-01-01,55.411397106406255,608
2021-08-31,51.540000915527344,AI,AI,2020-01-01,55.72494551404542,609
2021-09-01,53.11000061035156,AI,AI,2020-01-01,57.42242603203257,610
2021-09-02,47.66999816894531,AI,AI,2020-01-01,51.54070631416757,611
2021-09-03,50.61000061035156,AI,AI,2020-01-01,54.719431051232256,612
2021-09-07,51.470001220703125,AI,AI,2020-01-01,55.649261984538455,616
2021-09-08,50.599998474121094,AI,AI,2020-01-01,54.708616761620966,617
2021-09-09,50.63999938964844,AI,AI,2020-01-01,54.7518656711801,618
2021-09-10,50.02000045776367,AI,AI,2020-01-01,54.08152407078567,619
2021-09-13,49.04999923706055,AI,AI,2020-01-01,53.032760698413384,622
2021-09-14,48.5,AI,AI,2020-01-01,52.438102627525915,623
2021-09-15,49.68000030517578,AI,AI,2020-01-01,53.71391658841911,624
2021-09-16,49.84000015258789,AI,AI,2020-01-01,53.88690810221261,625
2021-09-17,50.119998931884766,AI,AI,2020-01-01,54.18964222024047,626
2021-09-20,47.060001373291016,AI,AI,2020-01-01,50.88117900338444,629
2021-09-21,46.779998779296875,AI,AI,2020-01-01,50.578440760913544,630
2021-09-22,47.7599983215332,AI,AI,2020-01-01,51.6380142984541,631
2021-09-23,49.65999984741211,AI,AI,2020-01-01,53.69229213363954,632
2021-09-24,49.47999954223633,AI,AI,2020-01-01,53.49767616506648,633
2021-09-27,49.439998626708984,AI,AI,2020-01-01,53.454427255507355,636
2021-09-28,46.310001373291016,AI,AI,2020-01-01,50.07028050914435,637
2021-09-29,45.38999938964844,AI,AI,2020-01-01,49.07557621149946,638
2021-09-30,46.34000015258789,AI,AI,2020-01-01,50.10271512909218,639
2021-10-01,45.88999938964844,AI,AI,2020-01-01,49.616175207659516,640
2021-10-04,43.13999938964844,AI,AI,2020-01-01,46.64288072877918,643
2021-10-05,43.849998474121094,AI,AI,2020-01-01,47.41053031346014,644
2021-10-06,44.439998626708984,AI,AI,2020-01-01,48.04843729390674,645
2021-10-07,44.9900016784668,AI,AI,2020-01-01,48.64309948923722,646
2021-10-08,44.2400016784668,AI,AI,2020-01-01,47.83220099499713,647
2021-10-11,44.290000915527344,AI,AI,2020-01-01,47.886260069724536,650
2021-10-12,45.040000915527344,AI,AI,2020-01-01,48.69715856396463,651
2021-10-13,46.7599983215332,AI,AI,2020-01-01,50.55681630613398,652
2021-10-14,46.630001068115234,AI,AI,2020-01-01,50.41626353673134,653
2021-10-15,45.29999923706055,AI,AI,2020-01-01,48.97826822721293,654
2021-10-18,45.900001525878906,AI,AI,2020-01-01,49.62698949727081,657
2021-10-19,47.75,AI,AI,2020-01-01,51.62720413328583,658
2021-10-20,47.43000030517578,AI,AI,2020-01-01,51.28122110569884,659
2021-10-21,47.47999954223633,AI,AI,2020-01-01,51.33528018042624,660
2021-10-22,45.61000061035156,AI,AI,2020-01-01,49.31344108963165,661
2021-10-25,45.959999084472656,AI,AI,2020-01-01,49.69185873716649,664
2021-10-26,45.560001373291016,AI,AI,2020-01-01,49.259382014904254,665
2021-10-27,43.90999984741211,AI,AI,2020-01-01,47.47540367779884,666
2021-10-28,44.630001068115234,AI,AI,2020-01-01,48.253867552091094,667
2021-10-29,45.119998931884766,AI,AI,2020-01-01,48.78365225863986,668
2021-11-01,44.65999984741211,AI,AI,2020-01-01,48.28630217203893,671
2021-11-02,45.7599983215332,AI,AI,2020-01-01,49.475618313813854,672
2021-11-03,49.5,AI,AI,2020-01-01,53.51930061984604,673
2021-11-04,48.83000183105469,AI,AI,2020-01-01,52.794899944724214,674
2021-11-05,48.310001373291016,AI,AI,2020-01-01,52.23267649378459,675
2021-11-08,49.290000915527344,AI,AI,2020-01-01,53.29225003132515,678
2021-11-09,50.84000015258789,AI,AI,2020-01-01,54.96810609453273,679
2021-11-10,46.060001373291016,AI,AI,2020-01-01,49.79998101106432,680
2021-11-11,45.81999969482422,AI,AI,2020-01-01,49.540491678152556,681
2021-11-12,47.27000045776367,AI,AI,2020-01-01,51.10822959190533,682
2021-11-15,48.279998779296875,AI,AI,2020-01-01,52.20023774939373,685
2021-11-16,48.470001220703125,AI,AI,2020-01-01,52.405668007578086,686
2021-11-17,46.18000030517578,AI,AI,2020-01-01,49.929723615298684,687
2021-11-18,40.939998626708984,AI,AI,2020-01-01,44.26424432078631,688
2021-11-19,39.90999984741211,AI,AI,2020-01-01,43.150611708518355,689
2021-11-22,37.58000183105469,AI,AI,2020-01-01,40.63142253112284,692
2021-11-23,37.279998779296875,AI,AI,2020-01-01,40.30705983387238,693
2021-11-24,38.029998779296875,AI,AI,2020-01-01,41.11795832811247,694
2021-11-26,38.380001068115234,AI,AI,2020-01-01,41.496380100090335,696
2021-11-29,37.849998474121094,AI,AI,2020-01-01,40.92334235953941,699
2021-11-30,36.959999084472656,AI,AI,2020-01-01,39.96107680628539,700
2021-12-01,33.83000183105469,AI,AI,2020-01-01,36.57693005992238,701
2021-12-02,30.040000915527344,AI,AI,2020-01-01,32.479188679162796,702
2021-12-03,29.75,AI,AI,2020-01-01,32.165640271523635,703
2021-12-06,30.25,AI,AI,2020-01-01,32.70623926768369,706
2021-12-07,32.029998779296875,AI,AI,2020-01-01,34.63077037419174,707
2021-12-08,33.9900016784668,AI,AI,2020-01-01,36.74992157371588,708
2021-12-09,32.09000015258789,AI,AI,2020-01-01,34.69564373853044,709
2021-12-10,33.63999938964844,AI,AI,2020-01-01,36.371499801738025,710
2021-12-13,32.349998474121094,AI,AI,2020-01-01,34.976753401778744,713
2021-12-14,31.18000030517578,AI,AI,2020-01-01,33.71175373049685,714
2021-12-15,35.0099983215332,AI,AI,2020-01-01,37.85273989637255,715
2021-12-16,31.540000915527344,AI,AI,2020-01-01,34.10098566764297,716
2021-12-17,31.809999465942383,AI,AI,2020-01-01,34.39290755828106,717
2021-12-20,31.81999969482422,AI,AI,2020-01-01,34.403719785670845,720
2021-12-21,33.63999938964844,AI,AI,2020-01-01,36.371499801738025,721
2021-12-22,33.439998626708984,AI,AI,2020-01-01,36.155259378385395,722
2021-12-23,34.25,AI,AI,2020-01-01,37.03103123696418,723
2021-12-27,33.20000076293945,AI,AI,2020-01-01,35.89577416991666,727
2021-12-28,32.38999938964844,AI,AI,2020-01-01,35.02000231133787,728
2021-12-29,31.459999084472656,AI,AI,2020-01-01,34.014487848524716,729
2021-12-30,32.58000183105469,AI,AI,2020-01-01,35.22543256952223,730
2021-12-31,31.25,AI,AI,2020-01-01,33.78743726000381,731
2022-01-03,32.29999923706055,AI,AI,2020-01-01,34.92269432705134,734
2022-01-04,30.81999969482422,AI,AI,2020-01-01,33.322521793350724,735
2022-01-05,29.329999923706055,AI,AI,2020-01-01,31.711537032260324,736
2022-01-06,29.610000610351562,AI,AI,2020-01-01,32.0142732125097,737
2022-01-07,29.940000534057617,AI,AI,2020-01-01,32.37106846748648,738
2022-01-10,29.540000915527344,AI,AI,2020-01-01,31.938589683002732,741
2022-01-11,30.450000762939453,AI,AI,2020-01-01,32.92247969103632,742
2022-01-12,30.239999771118164,AI,AI,2020-01-01,32.695427040293914,743
2022-01-13,28.239999771118164,AI,AI,2020-01-01,30.533031055653666,744
2022-01-14,27.979999542236328,AI,AI,2020-01-01,30.251919330183853,745
2022-01-18,26.969999313354492,AI,AI,2020-01-01,29.159909110473947,749
2022-01-19,26.799999237060547,AI,AI,2020-01-01,28.976105369290668,750
2022-01-20,26.280000686645508,AI,AI,2020-01-01,28.413883980572553,751
2022-01-21,25.450000762939453,AI,AI,2020-01-01,27.516489729435712,752
2022-01-24,25.510000228881836,AI,AI,2020-01-01,27.5813610315529,755
2022-01-25,23.969999313354492,AI,AI,2020-01-01,25.916315133513585,756
2022-01-26,23.459999084472656,AI,AI,2020-01-01,25.364903909963736,757
2022-01-27,22.540000915527344,AI,AI,2020-01-01,24.370203736761876,758
2022-01-28,23.329999923706055,AI,AI,2020-01-01,25.224349078339586,759
2022-01-31,26.34000015258789,AI,AI,2020-01-01,28.47875528268974,762
2022-02-01,26.6200008392334,AI,AI,2020-01-01,28.78149146293912,763
2022-02-02,24.8799991607666,AI,AI,2020-01-01,26.900205141547172,764
2022-02-03,23.8700008392334,AI,AI,2020-01-01,25.808196984058778,765
2022-02-04,25.18000030517578,AI,AI,2020-01-01,27.224565776576114,766
2022-02-07,25.18000030517578,AI,AI,2020-01-01,27.224565776576114,769
2022-02-08,25.389999389648438,AI,AI,2020-01-01,27.451616365097014,770
2022-02-09,26.739999771118164,AI,AI,2020-01-01,28.911234067173485,771
2022-02-10,25.790000915527344,AI,AI,2020-01-01,27.884097211802278,772
2022-02-11,25,AI,AI,2020-01-01,27.02994980800305,773
2022-02-14,24.600000381469727,AI,AI,2020-01-01,26.597471023519308,776
2022-02-15,25.709999084472656,AI,AI,2020-01-01,27.797599392684013,777
2022-02-16,24.700000762939453,AI,AI,2020-01-01,26.70559123519562,778
2022-02-17,22.34000015258789,AI,AI,2020-01-01,24.15396331340925,779
2022-02-18,21.190000534057617,AI,AI,2020-01-01,22.910586034685412,780
2022-02-22,20.489999771118164,AI,AI,2020-01-01,22.15374661517272,784
2022-02-23,20.020000457763672,AI,AI,2020-01-01,21.64558430118201,785
2022-02-24,21.610000610351562,AI,AI,2020-01-01,23.36468927394872,786
2022-02-25,21.610000610351562,AI,AI,2020-01-01,23.36468927394872,787
2022-02-28,22.420000076293945,AI,AI,2020-01-01,24.240459070306,790
2022-03-01,22.059999465942383,AI,AI,2020-01-01,23.85122713315987,791
2022-03-02,22.65999984741211,AI,AI,2020-01-01,24.499946340996246,792
2022-03-03,23.440000534057617,AI,AI,2020-01-01,25.343281517405686,793
2022-03-04,20.049999237060547,AI,AI,2020-01-01,21.678018921129844,794
2022-03-07,20.3799991607666,AI,AI,2020-01-01,22.034814176106625,797
2022-03-08,19.979999542236328,AI,AI,2020-01-01,21.602335391622876,798
2022-03-09,21.399999618530273,AI,AI,2020-01-01,23.137636623206312,799
2022-03-10,19.959999084472656,AI,AI,2020-01-01,21.58071093684331,800
2022-03-11,18,AI,AI,2020-01-01,19.461563861762198,801
2022-03-14,16.90999984741211,AI,AI,2020-01-01,18.283057885155543,804
2022-03-15,17.469999313354492,AI,AI,2020-01-01,18.88852818343279,805
2022-03-16,19.299999237060547,AI,AI,2020-01-01,20.867120426889752,806
2022-03-17,20.75,AI,AI,2020-01-01,22.43485834064253,807
2022-03-18,21.959999084472656,AI,AI,2020-01-01,23.743106921483555,808
2022-03-21,21.809999465942383,AI,AI,2020-01-01,23.58092763507984,811
2022-03-22,23.209999084472656,AI,AI,2020-01-01,25.094604411883708,812
2022-03-23,23.149999618530273,AI,AI,2020-01-01,25.02973310976652,813
2022-03-24,23.479999542236328,AI,AI,2020-01-01,25.386528364743306,814
2022-03-25,22.079999923706055,AI,AI,2020-01-01,23.872851587939437,815
2022-03-28,22.530000686645508,AI,AI,2020-01-01,24.359391509372095,818
2022-03-29,24.219999313354492,AI,AI,2020-01-01,26.186614631593613,819
2022-03-30,23.079999923706055,AI,AI,2020-01-01,24.954049580259557,820
2022-03-31,22.700000762939453,AI,AI,2020-01-01,24.543195250555378,821
2022-04-01,23.020000457763672,AI,AI,2020-01-01,24.889178278142374,822
2022-04-04,24.239999771118164,AI,AI,2020-01-01,26.20823908637318,825
2022-04-05,22.760000228881836,AI,AI,2020-01-01,24.60806655267256,826
2022-04-06,21.6299991607666,AI,AI,2020-01-01,23.386311666506778,827
2022-04-07,21.290000915527344,AI,AI,2020-01-01,23.018706246361724,828
2022-04-08,20.790000915527344,AI,AI,2020-01-01,22.478107250201663,829
2022-04-11,20.68000030517578,AI,AI,2020-01-01,22.359174811135567,832
2022-04-12,20.3700008392334,AI,AI,2020-01-01,22.024004010938352,833
2022-04-13,20.739999771118164,AI,AI,2020-01-01,22.424046113252754,834
2022-04-14,19.690000534057617,AI,AI,2020-01-01,21.288789046205228,835
2022-04-18,18.899999618530273,AI,AI,2020-01-01,20.434641642406003,839
2022-04-19,19.809999465942383,AI,AI,2020-01-01,21.418531650439597,840
2022-04-20,18.969999313354492,AI,AI,2020-01-01,20.51032517191297,841
2022-04-21,18.239999771118164,AI,AI,2020-01-01,19.72105113245245,842
2022-04-22,17.850000381469727,AI,AI,2020-01-01,19.299384575358484,843
2022-04-25,18.690000534057617,AI,AI,2020-01-01,20.207591053885103,846
2022-04-26,17.6299991607666,AI,AI,2020-01-01,19.061519697226288,847
2022-04-27,17.049999237060547,AI,AI,2020-01-01,18.43442494416948,848
2022-04-28,17.829999923706055,AI,AI,2020-01-01,19.277760120578915,849
2022-04-29,16.989999771118164,AI,AI,2020-01-01,18.369553642052296,850
2022-05-02,18.1200008392334,AI,AI,2020-01-01,19.59130852821808,853
2022-05-03,17.229999542236328,AI,AI,2020-01-01,18.629040912742543,854
2022-05-04,18.450000762939453,AI,AI,2020-01-01,19.948103783194856,855
2022-05-05,17.079999923706055,AI,AI,2020-01-01,18.466861626338826,856
2022-05-06,16.190000534057617,AI,AI,2020-01-01,17.504596073084798,857
2022-05-09,14.699999809265137,AI,AI,2020-01-01,15.893610280883644,860
2022-05-10,14.930000305175781,AI,AI,2020-01-01,16.142286355294864,861
2022-05-11,13.850000381469727,AI,AI,2020-01-01,14.974592606077994,862
2022-05-12,14.5600004196167,AI,AI,2020-01-01,15.742243221869712,863
2022-05-13,17.780000686645508,AI,AI,2020-01-01,19.223701045851517,864
2022-05-16,16.739999771118164,AI,AI,2020-01-01,18.099254143972264,867
2022-05-17,17.489999771118164,AI,AI,2020-01-01,18.910152638212356,868
2022-05-18,17.149999618530273,AI,AI,2020-01-01,18.54254515584579,869
2022-05-19,18.040000915527344,AI,AI,2020-01-01,19.50481277132133,870
2022-05-20,18.219999313354492,AI,AI,2020-01-01,19.69942667767288,871
2022-05-23,17.780000686645508,AI,AI,2020-01-01,19.223701045851517,874
2022-05-24,16.940000534057617,AI,AI,2020-01-01,18.31549456732489,875
2022-05-25,18.020000457763672,AI,AI,2020-01-01,19.483188316541764,876
2022-05-26,18.389999389648438,AI,AI,2020-01-01,19.88323041885616,877
2022-05-27,19.729999542236328,AI,AI,2020-01-01,21.332035893542848,878
